Reactions standart Gibbe energy,,,,,,
Reaction index,Reaction name,ec number,Formula,Sub-System,standart Gibbs energy (kJ/mol),standart deviation (kJ/mol)
734,N-Acetyl-D-glucosamine 1-phosphate exchange,unknown, (-1) acgam1p[e] <=> ,,0,1000000
735,N-Acetyl-D-glucosamine exchange,unknown, (-1) acgam[e] <=> ,,0,1000000
736,N-Acetyl-D-mannosamine exchange,unknown, (-1) acmana[e] <=> ,,0,1000000
737,N-Acetylmuramate exchange,unknown, (-1) acmum[e] <=> ,,0,1000000
738,N-Acetylneuraminate exchange,unknown, (-1) acnam[e] <=> ,,0,1000000
739, 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange,unknown, (-1) acolipa[e] <=> ,,0,1000000
740,O-Acetyl-L-serine exchange,unknown, (-1) acser[e] <=> ,,0,1000000
741,Adenine exchange,unknown, (-1) ade[e] <=> ,,0,1000000
742,Adenosine exchange,unknown, (-1) adn[e] <=> ,,0,1000000
743,Adenosylcobalamin exchange,unknown, (-1) adocbl[e] <=> ,,0,1000000
744,silver exchange,unknown, (-1) ag[e] <=> ,,0,1000000
745,Agmatine exchange,unknown, (-1) agm[e] <=> ,,0,1000000
746, 2-Oxoglutarate exchange,unknown, (-1) akg[e] <=> ,,0,1000000
747,beta-Alanine exchange,unknown, (-1) ala-DASH-B[e] <=> ,,0,1000000
748,D-Alanine exchange,unknown, (-1) ala-DASH-D[e] <=> ,,0,1000000
749,L-Alanine exchange,unknown, (-1) ala-DASH-L[e] <=> ,,0,1000000
750,D-Alanyl-D-alanine exchange,unknown, (-1) alaala[e] <=> ,,0,1000000
751,D-Allose exchange,unknown, (-1) all-DASH-D[e] <=> ,,0,1000000
752,Allantoin exchange,unknown, (-1) alltn[e] <=> ,,0,1000000
753,AMP exchange,unknown, (-1) amp[e] <=> ,,0,1000000
754,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange,unknown, (-1) anhgm[e] <=> ,,0,1000000
755,L-Arabinose exchange,unknown, (-1) arab-DASH-L[e] <=> ,,0,1000000
756,aerobactin minus Fe3 exchange,unknown, (-1) arbtn[e] <=> ,,0,1000000
757,Aerobactin exchange,unknown, (-1) arbtn-DASH-fe3[e] <=> ,,0,1000000
758,L-Arginine exchange,unknown, (-1) arg-DASH-L[e] <=> ,,0,1000000
759,L-Ascorbate exchange,unknown, (-1) ascb-DASH-L[e] <=> ,,0,1000000
760,L-Asparagine exchange,unknown, (-1) asn-DASH-L[e] <=> ,,0,1000000
761,arsenite exchange,unknown, (-1) aso3[e] <=> ,,0,1000000
762,L-Aspartate exchange,unknown, (-1) asp-DASH-L[e] <=> ,,0,1000000
763,Butyrate (n-C4:0) exchange,unknown, (-1) but[e] <=> ,,0,1000000
764,butanesulfonate exchange,unknown, (-1) butso3[e] <=> ,,0,1000000
765,Calcium exchange,unknown, (-1) ca2[e] <=> ,,0,1000000
766,Cobinamide exchange,unknown, (-1) cbi[e] <=> ,,0,1000000
767,Cob(I)alamin exchange,unknown, (-1) cbl1[e] <=> ,,0,1000000
768,Cadmium exchange,unknown, (-1) cd2[e] <=> ,,0,1000000
769,Cys-Gly exchange,unknown, (-1) cgly[e] <=> ,,0,1000000
770,Choline exchange,unknown, (-1) chol[e] <=> ,,0,1000000
771,Citrate exchange,unknown, (-1) cit[e] <=> ,,0,1000000
772,Chloride exchange,unknown, (-1) cl[e] <=> ,,0,1000000
773,CMP exchange,unknown, (-1) cmp[e] <=> ,,0,1000000
774,CO2 exchange,unknown, (-1) co2[e] <=> ,,0,1000000
775,Co2+ exchange,unknown, (-1) cobalt2[e] <=> ,,0,1000000
776,core oligosaccharide lipid A exchange,unknown, (-1) colipa[e] <=> ,,0,1000000
777,coprogen exchange,unknown, (-1) cpgn[e] <=> ,,0,1000000
778,coprogen unloaded (no Fe(III)) exchange,unknown, (-1) cpgn-DASH-un[e] <=> ,,0,1000000
779,L-Carnitine exchange,unknown, (-1) crn[e] <=> ,,0,1000000
780,Cytosine exchange,unknown, (-1) csn[e] <=> ,,0,1000000
781,Cu2+ exchange,unknown, (-1) cu2[e] <=> ,,0,1000000
782,Cu+ exchange,unknown, (-1) cu[e] <=> ,,0,1000000
783,Hydrogen cyanide exchange,unknown, (-1) cyan[e] <=> ,,0,1000000
784,Cyanate exchange,unknown, (-1) cynt[e] <=> ,,0,1000000
785,D-Cysteine exchange,unknown, (-1) cys-DASH-D[e] <=> ,,0,1000000
786,L-Cysteine exchange,unknown, (-1) cys-DASH-L[e] <=> ,,0,1000000
787,Cytidine exchange,unknown, (-1) cytd[e] <=> ,,0,1000000
788,Deoxyadenosine exchange,unknown, (-1) dad-DASH-2[e] <=> ,,0,1000000
789,dAMP exchange,unknown, (-1) damp[e] <=> ,,0,1000000
790,Decanoate (n-C10:0) exchange,unknown, (-1) dca[e] <=> ,,0,1000000
791,dCMP exchange,unknown, (-1) dcmp[e] <=> ,,0,1000000
792,Deoxycytidine exchange,unknown, (-1) dcyt[e] <=> ,,0,1000000
793,Dodecanoate (n-C12:0) exchange,unknown, (-1) ddca[e] <=> ,,0,1000000
794,dGMP exchange,unknown, (-1) dgmp[e] <=> ,,0,1000000
795,Deoxyguanosine exchange,unknown, (-1) dgsn[e] <=> ,,0,1000000
796,Dihydroxyacetone exchange,unknown, (-1) dha[e] <=> ,,0,1000000
797,dIMP exchange,unknown, (-1) dimp[e] <=> ,,0,1000000
798,Deoxyinosine exchange,unknown, (-1) din[e] <=> ,,0,1000000
799,Dimethyl sulfide exchange,unknown, (-1) dms[e] <=> ,,0,1000000
800,Dimethyl sulfoxide exchange,unknown, (-1) dmso[e] <=> ,,0,1000000
801,Dopamine exchange,unknown, (-1) dopa[e] <=> ,,0,1000000
802,dTMP exchange,unknown, (-1) dtmp[e] <=> ,,0,1000000
803,dUMP exchange,unknown, (-1) dump[e] <=> ,,0,1000000
804,Deoxyuridine exchange,unknown, (-1) duri[e] <=> ,,0,1000000
805,(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange,unknown, (-1) eca4colipa[e] <=> ,,0,1000000
806,phosphoethanolamine KDO(2)-lipid (A) exchange,unknown, (-1) enlipa[e] <=> ,,0,1000000
807,Enterochelin exchange,unknown, (-1) enter[e] <=> ,,0,1000000
808,Ethanolamine exchange,unknown, (-1) etha[e] <=> ,,0,1000000
809,ethanesulfonate exchange,unknown, (-1) ethso3[e] <=> ,,0,1000000
810,Ethanol exchange,unknown, (-1) etoh[e] <=> ,,0,1000000
811,D-fructose 6-phosphate exchange,unknown, (-1) f6p[e] <=> ,,0,1000000
812,Formaldehyde exchange,unknown, (-1) fald[e] <=> ,,0,1000000
813,Fe2+ exchange,unknown, (-1) fe2[e] <=> ,,0,1000000
814,Fe3+ exchange,unknown, (-1) fe3[e] <=> ,,0,1000000
815,Fe(III)dicitrate exchange,unknown, (-1) fe3dcit[e] <=> ,,0,1000000
816,"ferric 2,3-dihydroxybenzoylserine exchange",unknown, (-1) fe3dhbzs[e] <=> ,,0,1000000
817,Fe(III)hydroxamate exchange,unknown, (-1) fe3hox[e] <=> ,,0,1000000
818,"Fe(III)hydoxamate, unloaded exchange",unknown, (-1) fe3hox-DASH-un[e] <=> ,,0,1000000
819,Ferrichrome exchange,unknown, (-1) fecrm[e] <=> ,,0,1000000
820,Ferrichrome minus Fe(III) exchange,unknown, (-1) fecrm-DASH-un[e] <=> ,,0,1000000
821,Fe-enterobactin exchange,unknown, (-1) feenter[e] <=> ,,0,1000000
822,ferroxamine exchange,unknown, (-1) feoxam[e] <=> ,,0,1000000
823,ferroxamine minus Fe(3) exchange,unknown, (-1) feoxam-DASH-un[e] <=> ,,0,1000000
824,Formate exchange,unknown, (-1) for[e] <=> ,,0,1000000
825,D-Fructose exchange,unknown, (-1) fru[e] <=> ,,0,1000000
826,fructoselysine exchange,unknown, (-1) frulys[e] <=> ,,0,1000000
827,D-Fructuronate exchange,unknown, (-1) fruur[e] <=> ,,0,1000000
828,L-Fucose exchange,unknown, (-1) fuc-DASH-L[e] <=> ,,0,1000000
829,Fumarate exchange,unknown, (-1) fum[e] <=> ,,0,1000000
830,D-Glucose 1-phosphate exchange,unknown, (-1) g1p[e] <=> ,,0,1000000
831,sn-Glycero-3-phosphocholine exchange,unknown, (-1) g3pc[e] <=> ,,0,1000000
832,sn-Glycero-3-phosphoethanolamine exchange,unknown, (-1) g3pe[e] <=> ,,0,1000000
833,Glycerophosphoglycerol exchange,unknown, (-1) g3pg[e] <=> ,,0,1000000
834,sn-Glycero-3-phospho-1-inositol exchange,unknown, (-1) g3pi[e] <=> ,,0,1000000
835,Glycerophosphoserine exchange,unknown, (-1) g3ps[e] <=> ,,0,1000000
836,D-Glucose 6-phosphate exchange,unknown, (-1) g6p[e] <=> ,,0,1000000
837,alpha-D-Galactose 1-phosphate exchange,unknown, (-1) gal1p[e] <=> ,,0,1000000
838,D-Galactose exchange,unknown, (-1) gal[e] <=> ,,0,1000000
839,beta D-Galactose exchange,unknown, (-1) gal-DASH-bD[e] <=> ,,0,1000000
840,D-Galactarate exchange,unknown, (-1) galct-DASH-D[e] <=> ,,0,1000000
841,D-Galactonate exchange,unknown, (-1) galctn-DASH-D[e] <=> ,,0,1000000
842,L-Galactonate exchange,unknown, (-1) galctn-DASH-L[e] <=> ,,0,1000000
843,Galactitol exchange,unknown, (-1) galt[e] <=> ,,0,1000000
844,D-Galacturonate exchange,unknown, (-1) galur[e] <=> ,,0,1000000
845,D-Glucosamine 6-phosphate exchange,unknown, (-1) gam6p[e] <=> ,,0,1000000
846,D-Glucosamine exchange,unknown, (-1) gam[e] <=> ,,0,1000000
847,gamma-butyrobetaine exchange,unknown, (-1) gbbtn[e] <=> ,,0,1000000
848,GDP exchange,unknown, (-1) gdp[e] <=> ,,0,1000000
849,D-Glucose exchange,unknown, (-1) glc-DASH-D[e] <=> ,,0,1000000
850,D-Gluconate exchange,unknown, (-1) glcn[e] <=> ,,0,1000000
851,D-Glucarate exchange,unknown, (-1) glcr[e] <=> ,,0,1000000
852,D-Glucuronate 1-phosphate exchange,unknown, (-1) glcur1p[e] <=> ,,0,1000000
853,D-Glucuronate exchange,unknown, (-1) glcur[e] <=> ,,0,1000000
854,L-Glutamine exchange,unknown, (-1) gln-DASH-L[e] <=> ,,0,1000000
855,L-Glutamate exchange,unknown, (-1) glu-DASH-L[e] <=> ,,0,1000000
856,Glycine exchange,unknown, (-1) gly[e] <=> ,,0,1000000
857,D-Glyceraldehyde exchange,unknown, (-1) glyald[e] <=> ,,0,1000000
858,Glycine betaine exchange,unknown, (-1) glyb[e] <=> ,,0,1000000
859,Glycerol 2-phosphate exchange,unknown, (-1) glyc2p[e] <=> ,,0,1000000
860,Glycerol 3-phosphate exchange,unknown, (-1) glyc3p[e] <=> ,,0,1000000
861,Glycerol exchange,unknown, (-1) glyc[e] <=> ,,0,1000000
862,(R)-Glycerate exchange,unknown, (-1) glyc-DASH-R[e] <=> ,,0,1000000
863,Glycolate exchange,unknown, (-1) glyclt[e] <=> ,,0,1000000
864,GMP exchange,unknown, (-1) gmp[e] <=> ,,0,1000000
865,Guanosine exchange,unknown, (-1) gsn[e] <=> ,,0,1000000
866,Oxidized glutathione exchange,unknown, (-1) gthox[e] <=> ,,0,1000000
867,Reduced glutathione exchange,unknown, (-1) gthrd[e] <=> ,,0,1000000
868,GTP exchange,unknown, (-1) gtp[e] <=> ,,0,1000000
869,Guanine exchange,unknown, (-1) gua[e] <=> ,,0,1000000
870,H2 exchange,unknown, (-1) h2[e] <=> ,,0,1000000
871,Hydrogen peroxide exchange,unknown, (-1) h2o2[e] <=> ,,0,1000000
872,H2O exchange,unknown, (-1) h2o[e] <=> ,,0,1000000
873,Hydrogen sulfide exchange,unknown, (-1) h2s[e] <=> ,,0,1000000
874,H+ exchange,unknown, <=> ,,0,1000000
875,hepta-acylated core oligosaccharide lipid A (E. coli) exchange,unknown, (-1) hacolipa[e] <=> ,,0,1000000
876,hepta-acylated KDO(2)-lipid (A) exchange,unknown, (-1) halipa[e] <=> ,,0,1000000
877,Hexadecanoate (n-C16:0) exchange,unknown, (-1) hdca[e] <=> ,,0,1000000
878,hexadecenoate (n-C16:1) exchange,unknown, (-1) hdcea[e] <=> ,,0,1000000
879,Hg2+ exchange,unknown, (-1) hg2[e] <=> ,,0,1000000
880,L-Histidine exchange,unknown, (-1) his-DASH-L[e] <=> ,,0,1000000
881,L-Homoserine exchange,unknown, (-1) hom-DASH-L[e] <=> ,,0,1000000
882,Hexanoate (n-C6:0) exchange,unknown, (-1) hxa[e] <=> ,,0,1000000
883,Hypoxanthine exchange,unknown, (-1) hxan[e] <=> ,,0,1000000
884,L-Idonate exchange,unknown, (-1) idon-DASH-L[e] <=> ,,0,1000000
885,L-Isoleucine exchange,unknown, (-1) ile-DASH-L[e] <=> ,,0,1000000
886,IMP exchange,unknown, (-1) imp[e] <=> ,,0,1000000
887,Indole exchange,unknown, (-1) indole[e] <=> ,,0,1000000
888,myo-Inositol exchange,unknown, (-1) inost[e] <=> ,,0,1000000
889,Inosine exchange,unknown, (-1) ins[e] <=> ,,0,1000000
890,Isethionic acid exchange,unknown, (-1) isetac[e] <=> ,,0,1000000
891,K+ exchange,unknown, (-1) k[e] <=> ,,0,1000000
892,KDO(2)-lipid IV(A) exchange,unknown, (-1) kdo2lipid4[e] <=> ,,0,1000000
893,D-lactate exchange,unknown, (-1) lac-DASH-D[e] <=> ,,0,1000000
894,L-Lactate exchange,unknown, (-1) lac-DASH-L[e] <=> ,,0,1000000
895,Lactose exchange,unknown, (-1) lcts[e] <=> ,,0,1000000
896,L-Leucine exchange,unknown, (-1) leu-DASH-L[e] <=> ,,0,1000000
897,KDO(2)-lipid (A) exchange,unknown, (-1) lipa[e] <=> ,,0,1000000
898,cold adapted KDO(2)-lipid (A) exchange,unknown, (-1) lipa-cold[e] <=> ,,0,1000000
899,L-Lysine exchange,unknown, (-1) lys-DASH-L[e] <=> ,,0,1000000
900,L-Lyxose exchange,unknown, (-1) lyx-DASH-L[e] <=> ,,0,1000000
901,D-Malate exchange,unknown, (-1) mal-DASH-D[e] <=> ,,0,1000000
902,L-Malate exchange,unknown, (-1) mal-DASH-L[e] <=> ,,0,1000000
903,Maltose exchange,unknown, (-1) malt[e] <=> ,,0,1000000
904,Maltohexaose exchange,unknown, (-1) malthx[e] <=> ,,0,1000000
905,Maltopentaose exchange,unknown, (-1) maltpt[e] <=> ,,0,1000000
906,Maltotriose exchange,unknown, (-1) malttr[e] <=> ,,0,1000000
907,Maltotetraose exchange,unknown, (-1) maltttr[e] <=> ,,0,1000000
908,D-Mannose 6-phosphate exchange,unknown, (-1) man6p[e] <=> ,,0,1000000
909,D-Mannose exchange,unknown, (-1) man[e] <=> ,,0,1000000
910, 2(alpha-D-Mannosyl)-D-glycerate exchange,unknown, (-1) manglyc[e] <=> ,,0,1000000
911,Melibiose exchange,unknown, (-1) melib[e] <=> ,,0,1000000
912,D-Methionine exchange,unknown, (-1) met-DASH-D[e] <=> ,,0,1000000
913,L-Methionine exchange,unknown, (-1) met-DASH-L[e] <=> ,,0,1000000
914,L-methionine-R-sulfoxide exchange,unknown, (-1) metsox-DASH-R-DASH-L[e] <=> ,,0,1000000
915,L-Methionine S-oxide exchange,unknown, (-1) metsox-DASH-S-DASH-L[e] <=> ,,0,1000000
916,Mg exchange,unknown, (-1) mg2[e] <=> ,,0,1000000
917,myo-Inositol hexakisphosphate exchange,unknown, (-1) minohp[e] <=> ,,0,1000000
918,S-Methyl-L-methionine exchange,unknown, (-1) mmet[e] <=> ,,0,1000000
919,Mn2+ exchange,unknown, (-1) mn2[e] <=> ,,0,1000000
920,D-Mannitol exchange,unknown, (-1) mnl[e] <=> ,,0,1000000
921,Molybdate exchange,unknown, (-1) mobd[e] <=> ,,0,1000000
922,methanesulfonate exchange,unknown, (-1) mso3[e] <=> ,,0,1000000
923,Nitrous oxide exchange,unknown, (-1) n2o[e] <=> ,,0,1000000
924,Sodium exchange,unknown, (-1) na1[e] <=> ,,0,1000000
925,Nicotinate exchange,unknown, (-1) nac[e] <=> ,,0,1000000
926,Ammonia exchange,unknown, (-1) nh4[e] <=> ,,0,1000000
927,Ni2+ exchange,unknown, (-1) ni2[e] <=> ,,0,1000000
928,NMN exchange,unknown, (-1) nmn[e] <=> ,,0,1000000
929,Nitrite exchange,unknown, (-1) no2[e] <=> ,,0,1000000
930,Nitrate exchange,unknown, (-1) no3[e] <=> ,,0,1000000
931,Nitric oxide exchange,unknown, (-1) no[e] <=> ,,0,1000000
932,(O16 antigen)x4 core oligosaccharide lipid A exchange,unknown, (-1) o16a4colipa[e] <=> ,,0,1000000
933,O2 exchange,unknown, (-1) o2[e] <=> ,,0,1000000
934,Superoxide anion exchange,unknown, (-1) o2s[e] <=> ,,0,1000000
935,octadecanoate (n-C18:0) exchange,unknown, (-1) ocdca[e] <=> ,,0,1000000
936,octadecenoate (n-C18:1) exchange,unknown, (-1) ocdcea[e] <=> ,,0,1000000
937,octanoate (n-C8:0) exchange,unknown, (-1) octa[e] <=> ,,0,1000000
938,Ornithine exchange,unknown, (-1) orn[e] <=> ,,0,1000000
939,Orotate exchange,unknown, (-1) orot[e] <=> ,,0,1000000
940,Phenylacetaldehyde exchange,unknown, (-1) pacald[e] <=> ,,0,1000000
941,Phenethylamine exchange,unknown, (-1) peamn[e] <=> ,,0,1000000
942,L-Phenylalanine exchange,unknown, (-1) phe-DASH-L[e] <=> ,,0,1000000
943,Protoheme exchange,unknown, (-1) pheme[e] <=> ,,0,1000000
944,Phosphate exchange,unknown, (-1) pi[e] <=> ,,0,1000000
945,(R)-Pantothenate exchange,unknown, (-1) pnto-DASH-R[e] <=> ,,0,1000000
946,Propionate exchange,unknown, (-1) ppa[e] <=> ,,0,1000000
947,Propanal exchange,unknown, (-1) ppal[e] <=> ,,0,1000000
948,Phenylpropanoate exchange,unknown, (-1) pppn[e] <=> ,,0,1000000
949,Phosphonate exchange,unknown, (-1) ppt[e] <=> ,,0,1000000
950,L-Proline exchange,unknown, (-1) pro-DASH-L[e] <=> ,,0,1000000
951,L-Prolinylglycine exchange,unknown, (-1) progly[e] <=> ,,0,1000000
952,psicoselysine exchange,unknown, (-1) psclys[e] <=> ,,0,1000000
953,O-Phospho-L-serine exchange,unknown, (-1) pser-DASH-L[e] <=> ,,0,1000000
954,Putrescine exchange,unknown, (-1) ptrc[e] <=> ,,0,1000000
955,Pyruvate exchange,unknown, (-1) pyr[e] <=> ,,0,1000000
956,alpha-D-Ribose 5-phosphate exchange,unknown, (-1) r5p[e] <=> ,,0,1000000
957,D-Ribose exchange,unknown, (-1) rib-DASH-D[e] <=> ,,0,1000000
958,L-Rhamnose exchange,unknown, (-1) rmn[e] <=> ,,0,1000000
959,D-Sorbitol exchange,unknown, (-1) sbt-DASH-D[e] <=> ,,0,1000000
960,D-Serine exchange,unknown, (-1) ser-DASH-D[e] <=> ,,0,1000000
961,L-Serine exchange,unknown, (-1) ser-DASH-L[e] <=> ,,0,1000000
962,Shikimate exchange,unknown, (-1) skm[e] <=> ,,0,1000000
963,sulfur dioxide exchange,unknown, (-1) so2[e] <=> ,,0,1000000
964,Sulfite exchange,unknown, (-1) so3[e] <=> ,,0,1000000
965,Sulfate exchange,unknown, (-1) so4[e] <=> ,,0,1000000
966,Spermidine exchange,unknown, (-1) spmd[e] <=> ,,0,1000000
967,Succinate exchange,unknown, (-1) succ[e] <=> ,,0,1000000
968,Sucrose exchange,unknown, (-1) sucr[e] <=> ,,0,1000000
969,sulfoacetate exchange,unknown, (-1) sulfac[e] <=> ,,0,1000000
970,L-tartrate exchange,unknown, (-1) tartr-DASH-L[e] <=> ,,0,1000000
971,Taurine exchange,unknown, (-1) taur[e] <=> ,,0,1000000
972,Thiocyanate exchange,unknown, (-1) tcynt[e] <=> ,,0,1000000
973,Thiamin exchange,unknown, (-1) thm[e] <=> ,,0,1000000
974,L-Threonine exchange,unknown, (-1) thr-DASH-L[e] <=> ,,0,1000000
975,L-Threonine O-3-phosphate exchange,unknown, (-1) thrp[e] <=> ,,0,1000000
976,Thymine exchange,unknown, (-1) thym[e] <=> ,,0,1000000
977,Thymidine exchange,unknown, (-1) thymd[e] <=> ,,0,1000000
978,Trimethylamine exchange,unknown, (-1) tma[e] <=> ,,0,1000000
979,Trimethylamine N-oxide exchange,unknown, (-1) tmao[e] <=> ,,0,1000000
980,Trehalose exchange,unknown, (-1) tre[e] <=> ,,0,1000000
981,L-Tryptophan exchange,unknown, (-1) trp-DASH-L[e] <=> ,,0,1000000
982,Thiosulfate exchange,unknown, (-1) tsul[e] <=> ,,0,1000000
983,tetradecanoate (n-C14:0) exchange,unknown, (-1) ttdca[e] <=> ,,0,1000000
984,tetradecenoate (n-C14:1) exchange,unknown, (-1) ttdcea[e] <=> ,,0,1000000
985,tungstate exchange,unknown, (-1) tungs[e] <=> ,,0,1000000
986,Tyramine exchange,unknown, (-1) tym[e] <=> ,,0,1000000
987,L-Tyrosine exchange,unknown, (-1) tyr-DASH-L[e] <=> ,,0,1000000
988,Phosphotyrosine exchange,unknown, (-1) tyrp[e] <=> ,,0,1000000
989,UDP-N-acetyl-D-glucosamine exchange,unknown, (-1) uacgam[e] <=> ,,0,1000000
990,UDP-N-acetyl-D-galactosamine exchange,unknown, (-1) udpacgal[e] <=> ,,0,1000000
991,UDPglucose exchange,unknown, (-1) udpg[e] <=> ,,0,1000000
992,UDPgalactose exchange,unknown, (-1) udpgal[e] <=> ,,0,1000000
993,UDP-D-glucuronate exchange,unknown, (-1) udpglcur[e] <=> ,,0,1000000
994,UMP exchange,unknown, (-1) ump[e] <=> ,,0,1000000
995,Uracil exchange,unknown, (-1) ura[e] <=> ,,0,1000000
996,Urea exchange,unknown, (-1) urea[e] <=> ,,0,1000000
997,Uridine exchange,unknown, (-1) uri[e] <=> ,,0,1000000
998,L-Valine exchange,unknown, (-1) val-DASH-L[e] <=> ,,0,1000000
999,Xanthine exchange,unknown, (-1) xan[e] <=> ,,0,1000000
1000,Xanthosine 5'-phosphate exchange,unknown, (-1) xmp[e] <=> ,,0,1000000
1001,Xanthosine exchange,unknown, (-1) xtsn[e] <=> ,,0,1000000
1002,D-Xylose exchange,unknown, (-1) xyl-DASH-D[e] <=> ,,0,1000000
1003,L-Xylulose exchange,unknown, (-1) xylu-DASH-L[e] <=> ,,0,1000000
1004,Zinc exchange,unknown, (-1) zn2[e] <=> ,,0,1000000
1005,E. coli biomass objective function (iAF1260) - core - with 59.81 GAM estimate,unknown, (-2.230000e-004) 10fthf[c] +  (-2.230000e-004) 2ohph[c] +  (-5.137000e-001) ala-DASH-L[c] +  (-2.230000e-004) amet[c] +  (-2.958000e-001) arg-DASH-L[c] +  (-2.411000e-001) asn-DASH-L[c] +  (-2.411000e-001) asp-DASH-L[c] +  (-5.998400e+001) atp[c] +  (-4.737000e-003) ca2[c] +  (-4.737000e-003) cl[c] +  (-5.760000e-004) coa[c] +  (-3.158000e-003) cobalt2[c] +  (-1.335000e-001) ctp[c] +  (-3.158000e-003) cu2[c] +  (-9.158000e-002) cys-DASH-L[c] +  (-2.617000e-002) datp[c] +  (-2.702000e-002) dctp[c] +  (-2.702000e-002) dgtp[c] +  (-2.617000e-002) dttp[c] +  (-2.230000e-004) fad[c] +  (-7.106000e-003) fe2[c] +  (-7.106000e-003) fe3[c] +  (-2.632000e-001) gln-DASH-L[c] +  (-2.632000e-001) glu-DASH-L[c] +  (-6.126000e-001) gly[c] +  (-2.151000e-001) gtp[c] +  (-5.446200e+001) h2o[c] +  (-9.474000e-002) his-DASH-L[c] +  (-2.905000e-001) ile-DASH-L[c] +  (-1.776000e-001) k[c] +  (-1.945000e-002) kdo2lipid4[e] +  (-4.505000e-001) leu-DASH-L[c] +  (-3.432000e-001) lys-DASH-L[c] +  (-1.537000e-001) met-DASH-L[c] +  (-7.895000e-003) mg2[c] +  (-2.230000e-004) mlthf[c] +  (-3.158000e-003) mn2[c] +  (-3.158000e-003) mobd[c] +  (-1.389000e-002) murein5px4p[p] +  (-1.831000e-003) nad[c] +  (-4.470000e-004) nadp[c] +  (-1.184300e-002) nh4[c] +  (-2.233000e-002) pe160[c] +  (-4.148000e-002) pe160[p] +  (-2.632000e-002) pe161[c] +  (-4.889000e-002) pe161[p] +  (-1.759000e-001) phe-DASH-L[c] +  (-2.230000e-004) pheme[c] +  (-2.211000e-001) pro-DASH-L[c] +  (-2.230000e-004) pydx5p[c] +  (-2.230000e-004) ribflv[c] +  (-2.158000e-001) ser-DASH-L[c] +  (-2.230000e-004) sheme[c] +  (-3.948000e-003) so4[c] +  (-2.230000e-004) thf[c] +  (-2.230000e-004) thmpp[c] +  (-2.537000e-001) thr-DASH-L[c] +  (-5.684000e-002) trp-DASH-L[c] +  (-1.379000e-001) tyr-DASH-L[c] +  (-5.500000e-005) udcpdp[c] +  (-1.441000e-001) utp[c] +  (-4.232000e-001) val-DASH-L[c] +  (-3.158000e-003) zn2[c] <=>  (5.981000e+001) adp[c] +  (5.980600e+001) pi[c] +  (7.739000e-001) ppi[c],,0,1000000
1006,fructose 6-phosphate aldolase,unknown, (-1) f6p[c] <=>  (1) dha[c] +  (1) g3p[c],Glycolysis/Gluconeogenesis,21.21480632,2.445453058
1007,D-fructose 6-phosphate phosphatase,unknown, (-1) f6p[c] +  (-1) h2o[c] <=>  (1) fru[c] +  (1) pi[c],Alternate Carbon Metabolism,-12.33339338,1.714154324
1008,Fructose-6-phosphate transport via phosphate antiport (periplasm),unknown, (-1) f6p[p] +  (-2) pi[c] <=>  (1) f6p[c] +  (2) pi[p],"Transport, Inner Membrane",0,0
1009,fructose 6-phosphate transport via diffusion (extracellular to periplasm),unknown, (-1) f6p[e] <=>  (1) f6p[p],"Transport, Outer Membrane Porin",0,0
1010,fatty-acyl-ACP hydrolase,3.1.2.14, (-1) dcaACP[c] +  (-1) h2o[c] <=>  (1) ACP[c] +  (1) dca[c],Cell Envelope Biosynthesis,-32.29651719,1.35983689
1011,fatty-acyl-ACP hydrolase,3.1.2.14, (-1) ddcaACP[c] +  (-1) h2o[c] <=>  (1) ACP[c] +  (1) ddca[c],Cell Envelope Biosynthesis,-32.29693559,1.359836957
1012,fatty-acyl-ACP hydrolase,3.1.2.14, (-1) h2o[c] +  (-1) myrsACP[c] <=>  (1) ACP[c] +  (1) ttdca[c],Cell Envelope Biosynthesis,-32.29651719,1.35983723
1013,fatty-acyl-ACP hydrolase,3.1.2.14, (-1) h2o[c] +  (-1) tdeACP[c] <=>  (1) ACP[c] +  (1) ttdcea[c],Cell Envelope Biosynthesis,-32.29651719,1.359836868
1014,fatty-acyl-ACP hydrolase,3.1.2.14, (-1) h2o[c] +  (-1) palmACP[c] <=>  (1) ACP[c] +  (1) hdca[c],Cell Envelope Biosynthesis,-25.09501639,6.99392909
1015,fatty-acyl-ACP hydrolase,3.1.2.14, (-1) h2o[c] +  (-1) hdeACP[c] <=>  (1) ACP[c] +  (1) hdcea[c],Cell Envelope Biosynthesis,-32.29813342,1.35983763
1016,fatty-acyl-ACP hydrolase,3.1.2.14, (-1) h2o[c] +  (-1) ocACP[c] <=>  (1) ACP[c] +  (1) octa[c],Cell Envelope Biosynthesis,-32.30566116,1.359837027
